f,s21
13.53,-0.657789938
13.54,-0.65216685
13.55,-0.646349043
13.56,-0.640336518
13.57,-0.634129273
13.58,-0.62772731
13.59,-0.621130629
13.6,-0.614339228
13.61,-0.607353109
13.62,-0.602023811
13.63,-0.6010435
13.64,-0.600144862
13.65,-0.599327898
13.66,-0.598592608
13.67,-0.59793899
13.68,-0.597367047
13.69,-0.596876776
13.7,-0.596468179
13.71,-0.596141256
13.72,-0.595896006
13.73,-0.59573243
13.74,-0.595650527
13.75,-0.595650297
13.76,-0.595731741
13.77,-0.595894859
13.78,-0.59613965
13.79,-0.596466114
13.8,-0.596874252
13.81,-0.597364064
13.82,-0.597935548
13.83,-0.598588707
13.84,-0.599323538
13.85,-0.600140044
13.86,-0.601038222
13.87,-0.602018075
13.88,-0.6030796
13.89,-0.604222799
13.9,-0.605447672
13.91,-0.606754218
13.92,-0.608142438
13.93,-0.609612331
13.94,-0.611163897
13.95,-0.612797137
13.96,-0.614512051
13.97,-0.616308637
13.98,-0.618186898
13.99,-0.620146832
14,-0.622188439
14.01,-0.62431172
14.02,-0.626516674
14.03,-0.628803302
14.04,-0.631171603
14.05,-0.633621578
14.06,-0.636153226
14.07,-0.638766547
14.08,-0.641461543
14.09,-0.644238211
14.1,-0.647096553
14.11,-0.64902819
14.12,-0.649185004
14.13,-0.649310388
14.14,-0.649404342
14.15,-0.649466867
14.16,-0.649497962
14.17,-0.649497628
14.18,-0.649465864
14.19,-0.64940267
14.2,-0.649308047
14.21,-0.649181995
14.22,-0.649024512
14.23,-0.648835601
14.24,-0.64861526
14.25,-0.648363489
14.26,-0.648080288
14.27,-0.647765659
14.28,-0.647419599
14.29,-0.64704211
14.3,-0.646633191
14.31,-0.646192843
14.32,-0.645721066
14.33,-0.645217859
14.34,-0.644683222
14.35,-0.644117155
14.36,-0.64351966
14.37,-0.642890734
14.38,-0.642230379
14.39,-0.641538595
14.4,-0.64081538
14.41,-0.640060737
14.42,-0.639274664
14.43,-0.638457161
14.44,-0.637608229
14.45,-0.636727867
14.46,-0.635816075
14.47,-0.634872854
14.48,-0.633898204
14.49,-0.632892124
14.5,-0.631854614
14.51,-0.630785675
14.52,-0.629685306
14.53,-0.628553508
14.54,-0.62739028
14.55,-0.626195623
14.56,-0.624969536
14.57,-0.623712019
14.58,-0.622423073
14.59,-0.621102697
14.6,-0.619750892
14.61,-0.618367658
14.62,-0.616952993
14.63,-0.615506899
14.64,-0.614029376
14.65,-0.612520423
14.66,-0.610980041
14.67,-0.609408229
14.68,-0.607804987
14.69,-0.606170316
14.7,-0.604504215
14.71,-0.602806685
14.72,-0.603437944
14.73,-0.605031844
14.74,-0.606700657
14.75,-0.608444382
14.76,-0.61026302
14.77,-0.612156569
14.78,-0.614125031
14.79,-0.616168405
14.8,-0.618286691
14.81,-0.620479889
14.82,-0.622747999
14.83,-0.625091022
14.84,-0.627508957
14.85,-0.630001804
14.86,-0.632569563
14.87,-0.635212234
14.88,-0.637929818
14.89,-0.640722313
14.9,-0.643589721
14.91,-0.646532041
14.92,-0.649549274
14.93,-0.652641418
14.94,-0.655808475
14.95,-0.659050444
14.96,-0.662367325
14.97,-0.665759118
14.98,-0.669225823
14.99,-0.672767441
15,-0.676383971
15.01,-0.680075413
15.02,-0.683841767
15.03,-0.687683033
15.04,-0.691599212
15.05,-0.695590303
15.06,-0.699656306
15.07,-0.703797221
15.08,-0.708013048
15.09,-0.712303788
15.1,-0.716669439
15.11,-0.721110003
15.12,-0.725625479
15.13,-0.730215868
15.14,-0.734881168
15.15,-0.739621381
15.16,-0.744436506
15.17,-0.749326543
15.18,-0.754291492
15.19,-0.759331353
15.2,-0.764446127
15.21,-0.768219104
15.22,-0.771619416
15.23,-0.775022255
15.24,-0.778427622
15.25,-0.781835516
15.26,-0.785245939
15.27,-0.788658888
15.28,-0.792074366
15.29,-0.795492371
15.3,-0.798912904
15.31,-0.802335965
15.32,-0.805761553
15.33,-0.809189669
15.34,-0.812620312
15.35,-0.816053483
15.36,-0.819489182
15.37,-0.822927409
15.38,-0.826368163
15.39,-0.829811445
15.4,-0.833257254
15.41,-0.836705592
15.42,-0.840156457
15.43,-0.843609849
15.44,-0.847065769
15.45,-0.850524217
15.46,-0.853985193
15.47,-0.857448696
15.48,-0.860914727
15.49,-0.864383285
15.5,-0.867854372
15.51,-0.871327986
15.52,-0.874804127
15.53,-0.878282796
15.54,-0.881763993
15.55,-0.885247718
15.56,-0.88873397
15.57,-0.89222275
15.58,-0.897000117
15.59,-0.902914311
15.6,-0.908954079
15.61,-0.915119421
15.62,-0.921410338
15.63,-0.927826829
15.64,-0.934368895
15.65,-0.941036536
15.66,-0.947829751
15.67,-0.954748541
15.68,-0.961792905
15.69,-0.968962844
15.7,-0.976258357
15.71,-0.983679445
15.72,-0.991226107
15.73,-0.998898344
15.74,-1.006696155
15.75,-1.014619541
15.76,-1.022668502
15.77,-1.030843037
15.78,-1.039143146
15.79,-1.04756883
15.8,-1.056120089
15.81,-1.064796922
15.82,-1.07359933
15.83,-1.082527312
15.84,-1.091580869
15.85,-1.097728898
15.86,-1.103642879
15.87,-1.109452638
15.88,-1.115158174
15.89,-1.120759488
15.9,-1.12625658
15.91,-1.13164945
15.92,-1.136938097
15.93,-1.142122523
15.94,-1.147202726
15.95,-1.152178706
15.96,-1.157050465
15.97,-1.161818001
15.98,-1.166481315
15.99,-1.171040406
16,-1.175495276
16.01,-1.179845923
16.02,-1.184092348
16.03,-1.188234551
16.04,-1.192272531
16.05,-1.196206289
16.06,-1.200035825
16.07,-1.203761139
16.08,-1.20738223
16.09,-1.210899099
16.1,-1.214311746
16.11,-1.217620171
16.12,-1.220824374
16.13,-1.223924354
16.14,-1.226920112
16.15,-1.229811647
16.16,-1.232598961
16.17,-1.235282052
16.18,-1.237860921
16.19,-1.240335568
16.2,-1.242705992
16.21,-1.244972194
16.22,-1.247134174
16.23,-1.249191932
16.24,-1.251145467
16.25,-1.252994781
16.26,-1.254739872
16.27,-1.25638074
16.28,-1.257917387
16.29,-1.259349811
16.3,-1.260678013
16.31,-1.261901993
16.32,-1.26302175
16.33,-1.264037285
16.34,-1.264948598
16.35,-1.265755689
16.36,-1.266458557
16.37,-1.267057203
16.38,-1.267551627
16.39,-1.267941829
16.4,-1.268227809
16.41,-1.268409566
16.42,-1.268487101
16.43,-1.268460413
16.44,-1.268329504
16.45,-1.268094372
16.46,-1.267755018
16.47,-1.267311442
16.48,-1.267132657
16.49,-1.269422211
16.5,-1.271697935
16.51,-1.273959828
16.52,-1.27620789
16.53,-1.278442121
16.54,-1.280662522
16.55,-1.282869093
16.56,-1.285061833
16.57,-1.287240742
16.58,-1.28940582
16.59,-1.291557068
16.6,-1.293694486
16.61,-1.295818072
16.62,-1.297927828
16.63,-1.300023754
16.64,-1.302105849
16.65,-1.304174113
16.66,-1.306228547
16.67,-1.30826915
16.68,-1.310295923
16.69,-1.312308864
16.7,-1.314307976
16.71,-1.316293256
16.72,-1.318264706
16.73,-1.320222326
16.74,-1.322166115
16.75,-1.324096073
16.76,-1.326012201
16.77,-1.327914498
16.78,-1.329802964
16.79,-1.3316776
16.8,-1.333538405
16.81,-1.33538538
16.82,-1.337218524
16.83,-1.339037837
16.84,-1.34084332
16.85,-1.342634972
16.86,-1.344412794
16.87,-1.346176785
16.88,-1.347926945
16.89,-1.351851195
16.9,-1.356818789
16.91,-1.361924087
16.92,-1.367167088
16.93,-1.372547794
16.94,-1.378066203
16.95,-1.383722316
16.96,-1.389516133
16.97,-1.395447654
16.98,-1.401516879
16.99,-1.407723808
17,-1.41406844
17.01,-1.420550776
17.02,-1.427170817
17.03,-1.433928561
17.04,-1.440824009
17.05,-1.447857161
17.06,-1.455028016
17.07,-1.462336576
17.08,-1.469782839
17.09,-1.477366807
17.1,-1.485088478
17.11,-1.492947853
17.12,-1.500944932
17.13,-1.509079715
17.14,-1.517352201
17.15,-1.525762392
17.16,-1.534310286
17.17,-1.542995885
17.18,-1.551819187
17.19,-1.560780193
17.2,-1.569878903
17.21,-1.579115316
17.22,-1.588489434
17.23,-1.598001256
17.24,-1.607650781
17.25,-1.61743801
17.26,-1.627362943
17.27,-1.63742558
17.28,-1.647625921
17.29,-1.657963966
17.3,-1.668439714
17.31,-1.679053167
17.32,-1.689804323
17.33,-1.700693183
17.34,-1.711719747
17.35,-1.722884015
17.36,-1.734185987
17.37,-1.745625663
17.38,-1.757203042
17.39,-1.768918126
17.4,-1.780770913
17.41,-1.792761404
17.42,-1.804889599
17.43,-1.817155498
17.44,-1.829559101
17.45,-1.840365302
17.46,-1.847481166
17.47,-1.854542972
17.48,-1.86155072
17.49,-1.868504409
17.5,-1.87540404
17.51,-1.882249613
17.52,-1.889041127
17.53,-1.895778583
17.54,-1.90246198
17.55,-1.909091319
17.56,-1.915666599
17.57,-1.922187821
17.58,-1.928654985
17.59,-1.93506809
17.6,-1.941427137
17.61,-1.947732126
17.62,-1.953983056
17.63,-1.960179927
17.64,-1.966322741
17.65,-1.972411495
17.66,-1.978446192
17.67,-1.98442683
17.68,-1.99035341
17.69,-1.996225931
17.7,-2.002044394
17.71,-2.007808798
17.72,-2.013519144
17.73,-2.019175432
17.74,-2.024777661
17.75,-2.030325832
17.76,-2.035819944
17.77,-2.041259998
17.78,-2.046645994
17.79,-2.051977931
17.8,-2.05725581
17.81,-2.06247963
17.82,-2.067649392
17.83,-2.072765096
17.84,-2.077826741
17.85,-2.082834328
17.86,-2.087787856
17.87,-2.092687326
17.88,-2.097532737
17.89,-2.102324091
17.9,-2.107061385
17.91,-2.111744622
17.92,-2.1163738
17.93,-2.120948919
17.94,-2.12546998
17.95,-2.129936983
17.96,-2.134349927
17.97,-2.138708813
17.98,-2.143013641
17.99,-2.14726441
18,-2.15146112
18.01,-2.155603773
18.02,-2.159692367
18.03,-2.163726902
18.04,-2.167707379
18.05,-2.171633798
18.06,-2.175506158
18.07,-2.17932446
18.08,-2.183088704
18.09,-2.186798889
18.1,-2.190455015
18.11,-2.194057084
18.12,-2.197605093
18.13,-2.201099045
18.14,-2.204538938
18.15,-2.207924772
18.16,-2.211256549
18.17,-2.214534267
18.18,-2.217757926
18.19,-2.220927527
18.2,-2.22404307
18.21,-2.227104554
18.22,-2.23011198
18.23,-2.233065347
18.24,-2.235964656
18.25,-2.238809907
18.26,-2.241601099
18.27,-2.244338233
18.28,-2.248090187
18.29,-2.253909551
18.3,-2.259750224
18.31,-2.265612208
18.32,-2.271495503
18.33,-2.277400108
18.34,-2.283326023
18.35,-2.289273249
18.36,-2.295241785
18.37,-2.301231631
18.38,-2.307242788
18.39,-2.313275256
18.4,-2.319329034
18.41,-2.325404122
18.42,-2.331500521
18.43,-2.33761823
18.44,-2.343757249
18.45,-2.349917579
18.46,-2.356099219
18.47,-2.36230217
18.48,-2.368526431
18.49,-2.374772003
18.5,-2.381038885
18.51,-2.387327077
18.52,-2.39363658
18.53,-2.399967394
18.54,-2.406319517
18.55,-2.412692951
18.56,-2.419087696
18.57,-2.425503751
18.58,-2.431941116
18.59,-2.438399792
18.6,-2.444879778
18.61,-2.451381075
18.62,-2.457231556
18.63,-2.461433771
18.64,-2.465525882
18.65,-2.469507888
18.66,-2.473379789
18.67,-2.477141586
18.68,-2.480793279
18.69,-2.484334866
18.7,-2.48776635
18.71,-2.491087729
18.72,-2.494299003
18.73,-2.497400173
18.74,-2.500391238
18.75,-2.503272199
18.76,-2.506043055
18.77,-2.508703807
18.78,-2.511254454
18.79,-2.513694997
18.8,-2.516025435
18.81,-2.518245769
18.82,-2.520355998
18.83,-2.522356123
18.84,-2.524246143
18.85,-2.526026058
18.86,-2.527695869
18.87,-2.529255576
18.88,-2.530705178
18.89,-2.532044675
18.9,-2.533274068
18.91,-2.534393357
18.92,-2.535402541
18.93,-2.53630162
18.94,-2.537090595
18.95,-2.538823309
18.96,-2.542824935
18.97,-2.54691479
18.98,-2.551092874
18.99,-2.555359187
19,-2.559713729
19.01,-2.564156501
19.02,-2.568687501
19.03,-2.573306731
19.04,-2.578014189
19.05,-2.582809877
19.06,-2.587693794
19.07,-2.59266594
19.08,-2.597726316
19.09,-2.60287492
19.1,-2.608111753
19.11,-2.613436816
19.12,-2.618850108
19.13,-2.624351629
19.14,-2.629941379
19.15,-2.635619358
19.16,-2.641385566
19.17,-2.647240003
19.18,-2.65318267
19.19,-2.659213565
19.2,-2.66533269
19.21,-2.671540044
19.22,-2.677835626
19.23,-2.684219438
19.24,-2.69069148
19.25,-2.69725175
19.26,-2.703315868
19.27,-2.708745624
19.28,-2.714183886
19.29,-2.719630651
19.3,-2.725085922
19.31,-2.730549697
19.32,-2.736021977
19.33,-2.741502761
19.34,-2.746992051
19.35,-2.752489844
19.36,-2.757996143
19.37,-2.763510946
19.38,-2.769034254
19.39,-2.774566066
19.4,-2.780106384
19.41,-2.785655205
19.42,-2.791212532
19.43,-2.796778363
19.44,-2.802352699
19.45,-2.80793554
19.46,-2.813526885
19.47,-2.819126735
19.48,-2.824735089
19.49,-2.830351949
19.5,-2.835977313
19.51,-2.841611181
19.52,-2.847253554
19.53,-2.852904432
19.54,-2.858563815
19.55,-2.864231702
19.56,-2.869908094
19.57,-2.875592991
19.58,-2.881286392
19.59,-2.886988298
19.6,-2.892698709
19.61,-2.898417624
19.62,-2.904145044
19.63,-2.909880969
19.64,-2.915625398
19.65,-2.921378332
19.66,-2.927139771
19.67,-2.932909714
19.68,-2.938688162
19.69,-2.944475115
19.7,-2.950270572
19.71,-2.956074534
19.72,-2.961887001
19.73,-2.967707973
19.74,-2.973537449
19.75,-2.979375429
19.76,-2.985221915
19.77,-2.991076905
19.78,-2.9969404
19.79,-3.002812399
19.8,-3.008692903
19.81,-3.014581912
19.82,-3.020479425
19.83,-3.026385444
19.84,-3.032299966
19.85,-3.038222994
19.86,-3.044154526
19.87,-3.050094563
19.88,-3.056043104
19.89,-3.06200015
19.9,-3.067965701
19.91,-3.073939757
19.92,-3.079922317
19.93,-3.085913382
19.94,-3.091912951
19.95,-3.097921025
19.96,-3.103937604
19.97,-3.110390497
19.98,-3.118695447
19.99,-3.127071422
20,-3.135518422
20.01,-3.144036448
20.02,-3.152625499
20.03,-3.161285575
20.04,-3.170016677
20.05,-3.178818804
20.06,-3.187691956
20.07,-3.196636134
20.08,-3.205651337
20.09,-3.214737565
20.1,-3.223894818
20.11,-3.233123097
20.12,-3.242422401
20.13,-3.25179273
20.14,-3.261234085
20.15,-3.270746465
20.16,-3.280329871
20.17,-3.289984301
20.18,-3.299709757
20.19,-3.309506239
20.2,-3.319373745
20.21,-3.329312277
20.22,-3.339321834
20.23,-3.349402417
20.24,-3.359554025
20.25,-3.369776658
20.26,-3.380070316
20.27,-3.390435
20.28,-3.400870709
20.29,-3.411377444
20.3,-3.421955203
20.31,-3.432603988
20.32,-3.443323799
20.33,-3.454114634
20.34,-3.464976495
20.35,-3.475909382
20.36,-3.486913293
20.37,-3.49798823
20.38,-3.509134192
20.39,-3.52035118
20.4,-3.531639193
20.41,-3.542998231
20.42,-3.554428294
20.43,-3.565929383
20.44,-3.577501497
20.45,-3.589144637
20.46,-3.600858801
20.47,-3.612643991
20.48,-3.624500207
20.49,-3.636427447
20.5,-3.648425713
20.51,-3.660495005
20.52,-3.672635321
20.53,-3.684846663
20.54,-3.69712903
20.55,-3.709482423
20.56,-3.721906841
20.57,-3.732467649
20.58,-3.741814443
20.59,-3.75112808
20.6,-3.76040856
20.61,-3.769655882
20.62,-3.778870048
20.63,-3.788051057
20.64,-3.797198909
20.65,-3.806313605
20.66,-3.815395143
20.67,-3.824443524
20.68,-3.833458748
20.69,-3.842440816
20.7,-3.851389726
20.71,-3.86030548
20.72,-3.869188076
20.73,-3.878037516
20.74,-3.886853799
20.75,-3.895636924
20.76,-3.904386893
20.77,-3.913103705
20.78,-3.92178736
20.79,-3.930437858
20.8,-3.939055199
20.81,-3.947639383
20.82,-3.956190411
20.83,-3.964708281
20.84,-3.973192994
20.85,-3.981644551
20.86,-3.99006295
20.87,-3.998448193
20.88,-4.006800278
20.89,-4.015119207
20.9,-4.023404979
20.91,-4.031657594
20.92,-4.039877051
20.93,-4.048063352
20.94,-4.056216496
20.95,-4.064336483
20.96,-4.072423314
20.97,-4.080476987
20.98,-4.088497503
20.99,-4.096484862
21,-4.104439065
21.01,-4.11236011
21.02,-4.120247999
21.03,-4.12810273
21.04,-4.135924305
21.05,-4.143712723
21.06,-4.151467983
21.07,-4.159190087
21.08,-4.166879034
21.09,-4.174534824
21.1,-4.182157457
21.11,-4.189746933
21.12,-4.197303252
21.13,-4.204826414
21.14,-4.21231642
21.15,-4.219773268
21.16,-4.22719696
21.17,-4.234587494
21.18,-4.241944872
21.19,-4.249269092
21.2,-4.256560156
21.21,-4.263818063
21.22,-4.271042812
21.23,-4.278234405
21.24,-4.285392841
21.25,-4.29251812
21.26,-4.299610242
21.27,-4.306669207
21.28,-4.313695015
21.29,-4.320687667
21.3,-4.327647161
21.31,-4.334573498
21.32,-4.341466679
21.33,-4.348326702
21.34,-4.355153569
21.35,-4.361947279
21.36,-4.368707831
21.37,-4.375435227
21.38,-4.382129466
21.39,-4.388790548
21.4,-4.395988082
21.41,-4.403492723
21.42,-4.410985551
21.43,-4.418466567
21.44,-4.42593577
21.45,-4.433393162
21.46,-4.440838741
21.47,-4.448272508
21.48,-4.455694462
21.49,-4.463104604
21.5,-4.470502934
21.51,-4.477889452
21.52,-4.485264157
21.53,-4.49262705
21.54,-4.499978131
21.55,-4.5073174
21.56,-4.514644856
21.57,-4.5219605
21.58,-4.529264331
21.59,-4.536556351
21.6,-4.543836558
21.61,-4.551104953
21.62,-4.558361535
21.63,-4.565606305
21.64,-4.572839263
21.65,-4.580060409
21.66,-4.587269742
21.67,-4.594467263
21.68,-4.601652972
21.69,-4.608826868
21.7,-4.615988953
21.71,-4.623139225
21.72,-4.630277684
21.73,-4.637404332
21.74,-4.644519167
21.75,-4.651622189
21.76,-4.6587134
21.77,-4.665792798
21.78,-4.672860384
21.79,-4.679916158
21.8,-4.686960119
21.81,-4.693992268
21.82,-4.701012605
21.83,-4.708021129
21.84,-4.715017842
21.85,-4.722002742
21.86,-4.728975829
21.87,-4.735937105
21.88,-4.742886568
21.89,-4.749824218
21.9,-4.756750057
21.91,-4.763664083
21.92,-4.770566297
21.93,-4.777456699
21.94,-4.784335288
21.95,-4.791202065
21.96,-4.79805703
21.97,-4.804900182
21.98,-4.811731523
21.99,-4.818551051
22,-4.825358766
22.01,-4.83215467
22.02,-4.838938761
22.03,-4.845711039
22.04,-4.852471506
22.05,-4.85922016
22.06,-4.865957002
22.07,-4.872682032
22.08,-4.879395249
22.09,-4.886096654
22.1,-4.892786247
22.11,-4.899464027
22.12,-4.906129996
22.13,-4.912784152
22.14,-4.919426495
22.15,-4.926057027
22.16,-4.932675746
22.17,-4.939282652
22.18,-4.945877747
22.19,-4.952461029
22.2,-4.959032499
22.21,-4.965592157
22.22,-4.972140002
22.23,-4.978676035
22.24,-4.985200256
22.25,-4.991712664
22.26,-4.998213261
22.27,-5.004702045
22.28,-5.011179016
22.29,-5.017644176
22.3,-5.024097523
22.31,-5.030539058
22.32,-5.03696878
22.33,-5.04338669
22.34,-5.049792788
22.35,-5.056187074
22.36,-5.062569547
22.37,-5.068940208
22.38,-5.075299057
22.39,-5.081646094
22.4,-5.087981318
22.41,-5.102200455
22.42,-5.12246938
22.43,-5.142996949
22.44,-5.163783163
22.45,-5.184828022
22.46,-5.206131527
22.47,-5.227693676
22.48,-5.24951447
22.49,-5.27159391
22.5,-5.293931995
22.51,-5.316528724
22.52,-5.339384099
22.53,-5.362498118
22.54,-5.385870783
22.55,-5.409502093
22.56,-5.427748081
22.57,-5.442712464
22.58,-5.456870984
22.59,-5.470223641
22.6,-5.482770435
22.61,-5.494511365
22.62,-5.505446431
22.63,-5.515575634
22.64,-5.524898974
22.65,-5.533416451
22.66,-5.541128064
22.67,-5.548033814
22.68,-5.5541337
22.69,-5.559427723
22.7,-5.563915882
22.71,-5.567598179
22.72,-5.570474611
22.73,-5.572545181
22.74,-5.573809887
22.75,-5.57426873
22.76,-5.573921709
22.77,-5.572768825
22.78,-5.570810077
22.79,-5.568045466
22.8,-5.564474992
22.81,-5.560098654
22.82,-5.554916453
22.83,-5.548928389
22.84,-5.542134461
22.85,-5.53453467
22.86,-5.537887319
22.87,-5.542646019
22.88,-5.547456596
22.89,-5.55231905
22.9,-5.557233381
22.91,-5.562199588
22.92,-5.567217673
22.93,-5.572287635
22.94,-5.577409473
22.95,-5.582583189
22.96,-5.587808782
22.97,-5.593086251
22.98,-5.598415598
22.99,-5.603796821
23,-5.609229922
23.01,-5.614714899
23.02,-5.620251753
23.03,-5.625840485
23.04,-5.631481093
23.05,-5.637173578
23.06,-5.64291794
23.07,-5.64871418
23.08,-5.654562296
23.09,-5.660462289
23.1,-5.666414159
23.11,-5.672417906
23.12,-5.67847353
23.13,-5.684581031
23.14,-5.690740409
23.15,-5.696951664
23.16,-5.703214796
23.17,-5.709529805
23.18,-5.715896691
23.19,-5.722315453
23.2,-5.728786093
23.21,-5.73530861
23.22,-5.741883003
23.23,-5.748509274
23.24,-5.755187422
23.25,-5.761917446
23.26,-5.768699348
23.27,-5.775533126
23.28,-5.782418782
23.29,-5.789356314
23.3,-5.796345724
23.31,-5.80338701
23.32,-5.810480174
23.33,-5.817625214
23.34,-5.824822131
23.35,-5.833738764
23.36,-5.842849741
23.37,-5.852082422
23.38,-5.861436808
23.39,-5.870912897
23.4,-5.880510691
23.41,-5.890230189
23.42,-5.90007139
23.43,-5.910034296
23.44,-5.920118907
23.45,-5.930325221
23.46,-5.940653239
23.47,-5.951102962
23.48,-5.961674388
23.49,-5.972367519
23.5,-5.983182354
23.51,-5.994118892
23.52,-6.005177135
23.53,-6.016357083
23.54,-6.027658734
23.55,-6.039082089
23.56,-6.050627149
23.57,-6.062293912
23.58,-6.07408238
23.59,-6.085992552
23.6,-6.098024428
23.61,-6.110178008
23.62,-6.122453292
23.63,-6.13485028
23.64,-6.147368973
23.65,-6.160009369
23.66,-6.17277147
23.67,-6.185655275
23.68,-6.198660783
23.69,-6.211787996
23.7,-6.225036913
23.71,-6.238407535
23.72,-6.25189986
23.73,-6.265513889
23.74,-6.279249623
23.75,-6.293107061
23.76,-6.307086202
23.77,-6.321187048
23.78,-6.335409598
23.79,-6.349753852
23.8,-6.364219811
23.81,-6.378807473
23.82,-6.393516839
23.83,-6.408215153
23.84,-6.416798182
23.85,-6.425248017
23.86,-6.433564658
23.87,-6.441748104
23.88,-6.449798356
23.89,-6.457715415
23.9,-6.465499279
23.91,-6.473149948
23.92,-6.480667424
23.93,-6.488051706
23.94,-6.495302793
23.95,-6.502420686
23.96,-6.509405385
23.97,-6.51625689
23.98,-6.5229752
23.99,-6.529560317
24,-6.536012239
24.01,-6.542330967
24.02,-6.548516501
24.03,-6.554568841
24.04,-6.560487986
24.05,-6.566273938
24.06,-6.571926695
24.07,-6.577446258
24.08,-6.582832627
24.09,-6.588085801
24.1,-6.593205782
24.11,-6.598192568
24.12,-6.60304616
24.13,-6.607766558
24.14,-6.612353762
24.15,-6.616807771
24.16,-6.621128587
24.17,-6.625316208
24.18,-6.629370635
24.19,-6.633291868
24.2,-6.637079907
24.21,-6.640734751
24.22,-6.644256402
24.23,-6.647644858
24.24,-6.65090012
24.25,-6.654022187
24.26,-6.657011061
24.27,-6.659866741
24.28,-6.662589226
24.29,-6.665178517
24.3,-6.667634614
24.31,-6.669957517
24.32,-6.672147225
24.33,-6.67420374
24.34,-6.67612706
24.35,-6.677917186
24.36,-6.679574118
24.37,-6.681097855
24.38,-6.682488399
24.39,-6.683745748
24.4,-6.684869903
24.41,-6.685860864
24.42,-6.686718631
24.43,-6.687443204
24.44,-6.692406545
24.45,-6.704539133
24.46,-6.716912681
24.47,-6.729527188
24.48,-6.742382656
24.49,-6.755479084
24.5,-6.768816471
24.51,-6.782394819
24.52,-6.796214126
24.53,-6.810274393
24.54,-6.82457562
24.55,-6.839117807
24.56,-6.853900954
24.57,-6.868925061
24.58,-6.884190128
24.59,-6.899696155
24.6,-6.915443142
24.61,-6.931431088
24.62,-6.947659995
24.63,-6.964129861
24.64,-6.980840687
24.65,-6.997792473
24.66,-7.014813659
24.67,-7.028027911
24.68,-7.041122879
24.69,-7.054098563
24.7,-7.066954962
24.71,-7.079692078
24.72,-7.092309909
24.73,-7.104808456
24.74,-7.117187719
24.75,-7.129447698
24.76,-7.141588393
24.77,-7.153609803
24.78,-7.16551193
24.79,-7.177294772
24.8,-7.188958331
24.81,-7.200502605
24.82,-7.211927595
24.83,-7.223233301
24.84,-7.234419723
24.85,-7.24548686
24.86,-7.256434714
24.87,-7.267263283
24.88,-7.277972568
24.89,-7.28856257
24.9,-7.299033287
24.91,-7.30938472
24.92,-7.319616868
24.93,-7.329729733
24.94,-7.339723313
24.95,-7.34959761
24.96,-7.359352622
24.97,-7.36898835
24.98,-7.378504794
24.99,-7.387901954
