I,P,U
8.85,2.146183107,2.56347534
8.86,2.147927737,2.564288981
8.87,2.149685509,2.565109348
8.88,2.151452944,2.56593644
8.89,2.153225338,2.566770258
8.9,2.155003873,2.567610802
8.91,2.156790275,2.568458072
8.92,2.158584546,2.569312067
8.93,2.160386685,2.570172788
8.94,2.162196691,2.571040234
8.95,2.164014566,2.571914406
8.96,2.165840308,2.572782318
8.97,2.167673919,2.573493962
8.98,2.169515397,2.574198881
8.99,2.171364743,2.574897073
9,2.173221957,2.57558854
9.01,2.175092403,2.576273281
9.02,2.176976767,2.576951297
9.03,2.178865484,2.577622587
9.04,2.18075019,2.578287151
9.05,2.182623882,2.57894499
9.06,2.184481077,2.579596103
9.07,2.18631797,2.58024049
9.08,2.188132594,2.580878151
9.09,2.189924977,2.581509087
9.1,2.191697302,2.582133298
9.11,2.193454066,2.582750782
9.12,2.195202237,2.583361541
9.13,2.196951416,2.583965574
9.14,2.198702289,2.584562882
9.15,2.20044968,2.585153464
9.16,2.202193588,2.58573732
9.17,2.203934013,2.586314451
9.18,2.205670955,2.586884856
9.19,2.207404414,2.587448535
9.2,2.20913439,2.588005489
9.21,2.210860883,2.588555717
9.22,2.212583894,2.589099219
9.23,2.214303421,2.589635995
9.24,2.216019466,2.590166046
9.25,2.217732027,2.590689372
9.26,2.219441106,2.591355914
9.27,2.221146702,2.592139619
9.28,2.222848815,2.5929339
9.29,2.224547633,2.593738758
9.3,2.226255363,2.594554191
9.31,2.227960309,2.595380201
9.32,2.22965221,2.596216788
9.33,2.231322395,2.59706395
9.34,2.23296394,2.597921689
9.35,2.234571818,2.598790004
9.36,2.236143061,2.599668896
9.37,2.237676907,2.600558363
9.38,2.239174963,2.601458407
9.39,2.240641354,2.602369027
9.4,2.242082882,2.603290224
9.41,2.243509178,2.604221997
9.42,2.244932448,2.605164346
9.43,2.24634115,2.606117271
9.44,2.247735286,2.607080772
9.45,2.249114853,2.60805485
9.46,2.250479853,2.609039504
9.47,2.251830286,2.610034734
9.48,2.253166151,2.611000117
9.49,2.254487449,2.611690226
9.5,2.255794179,2.612363385
9.51,2.257086342,2.613019593
9.52,2.258363937,2.613658852
9.53,2.259626965,2.61428116
9.54,2.260875425,2.614886519
9.55,2.262109318,2.615474927
9.56,2.263328644,2.616046386
9.57,2.264533402,2.616600894
9.58,2.265723592,2.617138453
9.59,2.266899215,2.617659061
9.6,2.26806027,2.618162719
9.61,2.269206758,2.618649428
9.62,2.270338679,2.619119186
9.63,2.271456032,2.619571994
9.64,2.27255172,2.620007852
9.65,2.273618301,2.620426761
9.66,2.274674931,2.620828719
9.67,2.275738023,2.621213727
9.68,2.276821028,2.621581785
9.69,2.277934222,2.621932893
9.7,2.27908449,2.622267051
9.71,2.280275103,2.622584259
9.72,2.281505511,2.622884517
9.73,2.282771118,2.623167825
9.74,2.284063073,2.623434183
9.75,2.285368046,2.623752315
9.76,2.286668019,2.624353315
9.77,2.287955548,2.624963387
9.78,2.289243983,2.625582532
9.79,2.290533324,2.62621075
9.8,2.291823571,2.62684804
9.81,2.293114725,2.627494403
9.82,2.294406785,2.628149838
9.83,2.29569975,2.628814346
9.84,2.296993622,2.629487926
9.85,2.2982884,2.630170579
9.86,2.299584084,2.630862305
9.87,2.300880674,2.631563103
9.88,2.302178171,2.632272973
9.89,2.303476573,2.632991916
9.9,2.304775881,2.633719932
9.91,2.306076096,2.63445702
9.92,2.307377217,2.635203181
9.93,2.308685518,2.635958415
9.94,2.30999623,2.63672272
9.95,2.311303214,2.637496099
9.96,2.312601245,2.63827855
9.97,2.313886105,2.639070074
9.98,2.315154674,2.63987067
9.99,2.31640502,2.640680338
10,2.317636486,2.64149908
10.01,2.318849789,2.642326894
10.02,2.320047102,2.64316378
10.03,2.32123215,2.644009739
10.04,2.322410298,2.64486477
10.05,2.323588645,2.645728874
10.06,2.324762422,2.646602051
10.07,2.325930621,2.6474843
10.08,2.327093244,2.648375622
10.09,2.328250289,2.649244254
10.1,2.329401758,2.649993139
10.11,2.330547649,2.650742024
10.12,2.331687964,2.651490909
10.13,2.332822701,2.652239794
10.14,2.333951861,2.652988679
10.15,2.335075445,2.653737564
10.16,2.336193451,2.654486449
10.17,2.33730588,2.655235334
10.18,2.338412732,2.65598422
10.19,2.339514008,2.656733105
10.2,2.340609706,2.65748199
10.21,2.341699827,2.658230875
10.22,2.342784371,2.65897976
10.23,2.343863338,2.659728645
10.24,2.344936728,2.66047753
10.25,2.34600411,2.661226415
10.26,2.347055289,2.6619753
10.27,2.348100592,2.662724185
10.28,2.349148986,2.66347307
10.29,2.350207963,2.664221955
10.3,2.351283421,2.66497084
10.31,2.35237954,2.665719726
10.32,2.353498671,2.666468611
10.33,2.354641214,2.667217496
10.34,2.355805498,2.667966381
10.35,2.356987663,2.668715266
10.36,2.358181544,2.669464151
10.37,2.35937855,2.670213036
10.38,2.360568487,2.670961921
10.39,2.361761328,2.671710806
10.4,2.362957072,2.672459691
10.41,2.36415572,2.673208576
10.42,2.365357271,2.673957461
10.43,2.366561727,2.674723417
10.44,2.367769086,2.675554582
10.45,2.368979349,2.676390392
10.46,2.370192516,2.677230849
10.47,2.371408586,2.678075951
10.48,2.372627561,2.678925699
10.49,2.373849439,2.679780094
10.5,2.375074221,2.680639134
10.51,2.376301906,2.68150282
10.52,2.377532496,2.682371153
10.53,2.378765989,2.683244131
10.54,2.380002386,2.684121755
10.55,2.381241686,2.685004025
10.56,2.382492987,2.685890941
10.57,2.383751807,2.686782504
10.58,2.385006926,2.687678712
10.59,2.38624878,2.688579566
10.6,2.38746961,2.689485066
10.61,2.38866362,2.690395212
10.62,2.389827125,2.691310004
10.63,2.390958705,2.692229442
10.64,2.392059356,2.693153526
10.65,2.393132644,2.694082256
10.66,2.394184856,2.695015632
10.67,2.395225154,2.695953654
10.68,2.396265726,2.696896322
10.69,2.39730209,2.697843636
10.7,2.398330469,2.698795596
10.71,2.399350862,2.699752202
10.72,2.40036327,2.700713454
10.73,2.401367693,2.701679352
10.74,2.40236413,2.702649895
10.75,2.403352582,2.703625085
10.76,2.404333049,2.704604921
10.77,2.40530553,2.705589403
10.78,2.406270026,2.70657853
10.79,2.407226537,2.707528154
10.8,2.408175062,2.708374606
10.81,2.409115602,2.709217604
10.82,2.410048157,2.710057145
10.83,2.410972726,2.710893231
10.84,2.41188931,2.711725862
10.85,2.412797908,2.712555037
10.86,2.413698521,2.713380757
10.87,2.414591149,2.714203021
10.88,2.415475792,2.715021829
10.89,2.416353947,2.715837182
10.9,2.417224411,2.71664908
10.91,2.418085765,2.717457522
10.92,2.418936814,2.718262508
10.93,2.419776609,2.719064039
10.94,2.42060446,2.719862115
10.95,2.421419958,2.720656735
10.96,2.422222994,2.721447899
10.97,2.423013772,2.722235608
10.98,2.423792835,2.723019861
10.99,2.424561077,2.723800659
11,2.425319765,2.724578001
11.01,2.426070555,2.725351888
11.02,2.426812243,2.72612232
11.03,2.427544637,2.726889295
11.04,2.428267735,2.727652816
11.05,2.428981539,2.728412881
11.06,2.429686047,2.72916949
11.07,2.430381261,2.729922644
11.08,2.431067179,2.730672342
11.09,2.431743802,2.731418584
11.1,2.432411131,2.732161372
11.11,2.433069164,2.732922329
11.12,2.433717902,2.733753747
11.13,2.434357345,2.734587408
11.14,2.434987493,2.735423311
11.15,2.435608346,2.736261456
11.16,2.436219904,2.737101844
11.17,2.436817788,2.737944474
11.18,2.437399259,2.738789346
11.19,2.437974258,2.739636461
11.2,2.438551397,2.740485818
11.21,2.439137817,2.741337418
11.22,2.439739052,2.74219126
11.23,2.44035889,2.743047344
11.24,2.440999238,2.743905671
11.25,2.441659979,2.74476624
11.26,2.442338839,2.745629051
11.27,2.443031245,2.746494105
11.28,2.443730189,2.747361401
11.29,2.44442609,2.74823094
11.3,2.445116208,2.749102721
11.31,2.445806903,2.749976744
11.32,2.446498175,2.75085301
11.33,2.447190022,2.751731518
11.34,2.447882447,2.752612268
11.35,2.448575447,2.753495261
11.36,2.449269024,2.754380496
11.37,2.449963178,2.755267974
11.38,2.450657908,2.756157694
11.39,2.451353214,2.757049656
11.4,2.452049096,2.75794386
11.41,2.452745556,2.758648606
11.42,2.453442591,2.759271258
11.43,2.454140203,2.759878883
11.44,2.454838391,2.760471481
11.45,2.455537156,2.761049053
11.46,2.456236497,2.761611598
11.47,2.456936415,2.762159117
11.48,2.457636909,2.762691609
11.49,2.458337979,2.763209075
11.5,2.459039626,2.763711514
11.51,2.459741849,2.764198927
11.52,2.460445592,2.764671313
11.53,2.461158215,2.765128672
11.54,2.461871148,2.765620539
11.55,2.462576998,2.766250775
11.56,2.463269639,2.766893039
11.57,2.463944302,2.767547333
11.58,2.46459767,2.768213656
11.59,2.46522797,2.768892008
11.6,2.465835061,2.769582389
11.61,2.466420532,2.770284799
11.62,2.46698779,2.770999238
11.63,2.467542154,2.771725707
11.64,2.468090947,2.772464204
11.65,2.468641526,2.77321473
11.66,2.469186096,2.773977285
11.67,2.469724656,2.77475187
11.68,2.470257208,2.775538483
11.69,2.470783751,2.776337126
11.7,2.471304284,2.777147797
11.71,2.471818809,2.777970498
11.72,2.472327324,2.778805227
11.73,2.47282983,2.779651986
11.74,2.473326327,2.780510774
11.75,2.473816815,2.781381591
11.76,2.474301294,2.782264436
11.77,2.474779764,2.783159311
11.78,2.475252225,2.784066215
11.79,2.475718677,2.784985148
11.8,2.476179119,2.78591611
11.81,2.476633553,2.786859101
11.82,2.477081977,2.787814121
11.83,2.477524392,2.788781171
11.84,2.477960798,2.789760249
11.85,2.478391195,2.790751356
11.86,2.478815583,2.791588471
11.87,2.479233962,2.792395196
11.88,2.479646332,2.793201728
11.89,2.480048619,2.794008067
11.9,2.480441558,2.794814212
11.91,2.480831436,2.795620165
11.92,2.48122358,2.796425924
11.93,2.481622279,2.79723149
11.94,2.482030721,2.798036863
11.95,2.482450919,2.798842043
11.96,2.482883641,2.79964703
11.97,2.483328346,2.800451823
11.98,2.483783106,2.801256424
11.99,2.484244544,2.802060831
12,2.484707758,2.802865045
12.01,2.485166257,2.803669067
12.02,2.485620773,2.804472895
12.03,2.486074263,2.805276529
12.04,2.486526728,2.806079971
12.05,2.486978167,2.80688322
12.06,2.48742858,2.807686275
12.07,2.487877968,2.808489138
12.08,2.48832633,2.809291807
12.09,2.488773666,2.810094283
12.1,2.489219976,2.810896566
12.11,2.489665261,2.811698656
12.12,2.49010952,2.812500553
12.13,2.490552753,2.813302256
12.14,2.49099496,2.814103767
12.15,2.491436142,2.814905084
12.16,2.491876298,2.815706208
12.17,2.492315429,2.816507139
12.18,2.492753533,2.817307877
12.19,2.493190612,2.818108422
12.2,2.493626665,2.818908774
12.21,2.494061693,2.819708933
12.22,2.494495694,2.820508898
12.23,2.49492867,2.82130867
12.24,2.49536062,2.822044265
12.25,2.495791545,2.822661101
12.26,2.496221444,2.823268663
12.27,2.496650317,2.82386695
12.28,2.497078164,2.824455964
12.29,2.497504986,2.825035703
12.3,2.497930782,2.825606168
12.31,2.498355552,2.82616736
12.32,2.498779296,2.826719276
12.33,2.499214937,2.827261919
12.34,2.499658581,2.827795288
12.35,2.500091578,2.828319382
12.36,2.500498317,2.828834203
12.37,2.500866401,2.829339749
12.38,2.501186817,2.829836021
12.39,2.501454115,2.830323019
12.4,2.501666574,2.830800743
12.41,2.501826378,2.831269192
12.42,2.50193979,2.831728368
12.43,2.502017321,2.832178269
12.44,2.502073907,2.832618896
12.45,2.50212908,2.83305025
12.46,2.502178949,2.833472328
12.47,2.502215433,2.833885133
12.48,2.502238534,2.834288664
12.49,2.502248251,2.834827842
12.5,2.502244584,2.835647271
12.51,2.502227533,2.836489951
12.52,2.502197098,2.837355883
12.53,2.502153279,2.838245066
12.54,2.502096076,2.8391575
12.55,2.502011292,2.840093186
12.56,2.50191089,2.841052124
12.57,2.501807381,2.842034312
12.58,2.501711628,2.843039753
12.59,2.501632602,2.844068444
12.6,2.501577138,2.845120387
12.61,2.501549691,2.846195582
12.62,2.501552095,2.847294028
12.63,2.501583317,2.848415725
12.64,2.501639216,2.849560674
12.65,2.501712296,2.850728874
12.66,2.501791468,2.851920325
12.67,2.501861801,2.853135028
12.68,2.501935258,2.854372983
12.69,2.502012735,2.855634188
12.7,2.502094232,2.856918646
12.71,2.502179748,2.858226354
12.72,2.502269284,2.859557314
12.73,2.50236284,2.860911526
12.74,2.502460416,2.86211387
12.75,2.502562011,2.862972146
12.76,2.502667627,2.863813029
12.77,2.502777262,2.864636517
12.78,2.502890916,2.865442611
12.79,2.503008591,2.866231312
12.8,2.503130285,2.867002618
12.81,2.503255999,2.867756531
12.82,2.503385733,2.868493049
12.83,2.503519487,2.869212174
12.84,2.50365726,2.869913904
12.85,2.503799053,2.870598241
12.86,2.503944866,2.871265183
12.87,2.504094699,2.871914732
12.88,2.504248551,2.872546887
12.89,2.504406423,2.873161648
12.9,2.504568315,2.873759014
12.91,2.504734227,2.874338987
12.92,2.504904158,2.874901566
12.93,2.50507811,2.875446751
12.94,2.505256081,2.875974542
12.95,2.505438071,2.876484939
12.96,2.505637557,2.876977942
12.97,2.505858429,2.877453551
12.98,2.506073719,2.877911766
12.99,2.50626064,2.878352587
13,2.506400853,2.878776014
13.01,2.50648072,2.879182047
13.02,2.506491566,2.879570686
13.03,2.506429935,2.879941931
13.04,2.50629785,2.880623609
13.05,2.50610307,2.881374382
13.06,2.505859351,2.882133513
13.07,2.505586702,2.882901
13.08,2.505311645,2.883676843
13.09,2.505038072,2.884461043
13.1,2.504750038,2.8852536
13.11,2.504447542,2.886054514
13.12,2.504130584,2.886863784
13.13,2.503799165,2.887681411
13.14,2.503453285,2.888507394
13.15,2.503092943,2.889341734
13.16,2.502718139,2.890184431
13.17,2.502328874,2.891035484
13.18,2.501925148,2.891894895
13.19,2.50150696,2.892762661
13.2,2.50107431,2.893638785
13.21,2.500627199,2.894523265
13.22,2.500165626,2.895416102
13.23,2.499689592,2.896317295
13.24,2.499199096,2.897226846
13.25,2.498694139,2.898144752
13.26,2.49817472,2.899071016
13.27,2.497628164,2.900005636
13.28,2.49705285,2.900948613
13.29,2.496471808,2.901899946
13.3,2.495904802,2.902859637
13.31,2.49536803,2.903827683
13.32,2.49487383,2.904804087
13.33,2.494430379,2.905689114
13.34,2.494041397,2.906374406
13.35,2.493705848,2.907048307
13.36,2.493417644,2.907710819
13.37,2.493165348,2.908361941
13.38,2.492931871,2.909001673
13.39,2.49269418,2.909630015
13.4,2.492450656,2.910246967
13.41,2.492213957,2.91085253
13.42,2.491984084,2.911446703
13.43,2.491761035,2.912029485
13.44,2.491544811,2.912600879
13.45,2.491335413,2.913160882
13.46,2.49113284,2.913709495
13.47,2.490937091,2.914246719
13.48,2.490748168,2.914772553
13.49,2.49056607,2.915286997
13.5,2.490390797,2.915790051
13.51,2.49022235,2.916281715
13.52,2.490060727,2.91676199
13.53,2.489910595,2.917230874
13.54,2.48977276,2.917688369
13.55,2.489638657,2.918134474
13.56,2.489500841,2.918687792
13.57,2.489353115,2.919254805
13.58,2.489190667,2.919821818
13.59,2.489010195,2.920388831
13.6,2.488810047,2.920955844
13.61,2.488590344,2.921522857
13.62,2.488353118,2.92208987
13.63,2.488102444,2.922656883
13.64,2.487844565,2.923223896
13.65,2.487588032,2.923790909
13.66,2.48733365,2.924357922
13.67,2.487076672,2.924924935
13.68,2.4868171,2.925491948
13.69,2.486554931,2.926058961
13.7,2.486290167,2.926625974
13.71,2.486022808,2.927192987
13.72,2.485752853,2.92776
13.73,2.485480302,2.928327013
13.74,2.485205156,2.928894026
13.75,2.484927415,2.929461039
13.76,2.484647078,2.930028052
13.77,2.484364145,2.930595065
13.78,2.484078617,2.931235797
13.79,2.483790879,2.931978471
13.8,2.483501008,2.932735581
13.81,2.483208287,2.933507125
13.82,2.482912091,2.934293104
13.83,2.482611902,2.935093518
13.84,2.482307315,2.935908367
13.85,2.481998054,2.936737651
13.86,2.481683979,2.93758137
13.87,2.481365099,2.938439523
13.88,2.481041583,2.939312111
13.89,2.480713772,2.940199135
13.9,2.480382187,2.941100593
13.91,2.480047542,2.942016486
13.92,2.479709915,2.942946814
13.93,2.479368928,2.943891576
13.94,2.479024422,2.944850774
13.95,2.478676577,2.945824406
13.96,2.478325393,2.946812473
13.97,2.47797087,2.947814975
13.98,2.477613009,2.948831912
13.99,2.477251809,2.949863284
14,2.47688727,2.950909091
